height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,cluster,archetype
190.3,58.7,46,21,17.7,1,58.6,56.5,0,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
190.3,102.5,43,23,39.5,7,65.5,49.7,0,1,0,1,1,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
190.3,75.2,47,3,46.9,0,93.6,79.7,0,1,0,0,1,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
250.0,76.2,28,27,46.7,3,69.3,34.2,1,1,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
191.4,99.9,45,14,42.2,0,59.1,76.3,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
202.7,88.3,31,0,28.0,2,56.8,78.7,1,0,0,0,0,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
199.1,86.8,49,22,26.3,5,75.0,47.4,0,0,0,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
193.0,112.5,41,2,13.3,1,50.0,48.6,0,0,0,1,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
173.7,70.3,34,13,50.4,0,66.3,60.5,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
195.2,93.9,27,5,34.7,2,75.0,70.6,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
164.5,80.9,41,17,25.1,2,89.5,61.9,0,1,0,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
175.3,84.0,37,24,43.3,2,80.0,73.7,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
170.3,102.9,39,0,20.3,1,59.3,100.0,1,1,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
181.6,87.6,34,5,34.1,1,87.7,54.8,0,1,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
226.3,88.1,18,5,28.3,6,65.5,30.7,0,1,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,96.1,38,20,36.4,5,51.5,81.5,1,1,0,0,1,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
193.7,74.5,33,15,29.4,1,67.4,98.7,0,1,0,0,1,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
150.0,67.4,34,28,15.5,4,91.6,72.9,0,0,1,0,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
170.6,64.3,25,4,30.8,1,72.5,43.2,1,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
201.8,50.5,43,16,40.5,1,70.2,62.5,0,0,0,1,1,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
181.3,110.8,54,9,29.7,0,94.6,42.6,0,1,1,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
158.4,63.5,53,27,37.8,1,48.5,77.9,0,1,0,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
165.7,76.7,40,20,19.5,2,50.7,38.0,0,1,1,0,0,0,1,1,0,0,"Operative Hero (Rebel, Protector)"
193.6,75.8,46,17,29.7,0,45.8,59.0,0,0,1,0,1,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
165.4,84.6,34,6,23.8,1,75.6,44.9,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.3,92.2,31,2,37.5,3,72.5,67.5,1,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
180.9,92.9,28,12,30.3,2,93.1,57.7,1,0,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
167.0,71.3,29,14,36.9,2,73.7,68.5,0,0,0,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
222.9,77.5,40,19,40.9,5,63.9,65.4,0,0,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
192.7,84.2,46,18,36.9,0,70.0,45.3,1,1,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
150.0,76.3,34,2,32.7,2,71.8,77.5,0,0,1,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
183.7,104.1,33,3,20.0,3,44.9,64.0,0,0,0,0,1,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
166.8,87.4,24,4,30.0,2,100.0,45.2,0,1,0,1,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
197.0,91.0,40,0,24.7,1,77.8,100.0,1,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
164.1,89.9,21,3,26.6,0,73.2,74.5,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
177.7,97.6,49,11,26.3,4,79.2,61.9,1,0,0,0,0,1,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
190.1,82.7,40,27,20.2,1,80.6,93.3,0,0,0,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
197.3,60.5,42,26,10.4,4,67.9,100.0,0,0,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
156.0,86.0,27,23,23.3,2,60.5,62.1,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
173.3,70.2,39,9,31.9,2,79.0,71.9,0,0,0,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
170.5,72.1,56,22,16.5,3,75.8,45.2,1,0,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
166.9,88.8,51,24,30.2,2,57.9,62.1,1,0,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
215.3,98.6,55,20,49.0,1,91.3,61.0,0,1,0,0,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
188.1,80.3,55,28,40.2,1,74.4,68.7,1,0,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
154.8,84.6,35,25,46.4,3,80.9,71.7,1,1,1,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
198.4,105.5,42,19,33.9,1,90.9,76.2,0,0,1,1,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
222.4,83.6,37,23,41.7,1,70.3,69.8,0,0,0,0,1,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
200.6,119.0,59,24,22.8,0,74.8,40.8,0,1,0,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
150.0,88.5,28,12,23.6,5,82.2,46.2,0,0,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
170.3,53.6,52,22,2.6,0,59.1,54.1,0,0,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
205.3,91.3,51,13,41.9,2,70.8,59.4,0,0,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
165.8,85.7,65,22,45.4,1,71.9,86.0,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
188.9,99.3,34,4,24.5,1,55.7,41.7,1,1,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
195.5,90.1,45,3,27.5,2,100.0,57.9,1,1,0,1,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
161.5,77.9,65,13,22.5,0,48.9,84.1,0,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.8,61.6,32,9,33.8,2,50.5,59.0,0,0,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,76.9,29,16,41.2,3,89.7,74.2,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
159.5,67.2,18,9,12.6,4,80.7,62.2,0,1,0,1,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
174.9,71.3,53,25,34.1,0,54.6,70.1,0,1,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
155.0,88.8,18,6,27.2,5,79.1,60.4,0,1,0,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
212.6,105.0,41,15,31.1,2,92.0,78.3,0,0,1,1,1,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
151.4,85.9,41,0,34.6,4,69.5,34.1,0,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
171.2,62.1,46,16,28.1,1,100.0,57.7,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
182.6,86.7,51,20,29.0,2,44.1,70.9,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
208.8,97.9,49,28,27.9,5,80.4,75.7,1,1,1,1,0,0,1,0,0,2,"Operative Hero (Disciplined, Ruthless)"
151.3,70.9,52,8,39.7,5,87.5,94.9,1,0,0,0,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
203.3,78.0,28,5,34.2,1,83.4,57.2,0,1,0,1,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
180.2,80.2,39,18,32.2,1,66.9,94.6,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
160.4,68.2,33,12,17.3,1,65.6,51.8,0,1,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
189.2,89.7,44,2,26.2,1,76.7,91.6,0,0,1,0,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
184.0,78.2,48,6,39.0,1,82.2,81.3,0,0,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
168.0,86.3,52,21,30.4,1,79.0,46.7,0,0,1,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
181.4,66.7,49,8,36.6,4,85.6,71.1,1,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
172.3,73.4,34,21,47.7,0,54.7,64.0,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
182.3,90.8,52,4,40.4,2,66.6,77.5,1,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
193.2,74.4,50,9,30.9,0,55.9,60.5,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
211.7,105.9,54,22,24.9,1,64.2,58.9,0,0,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
155.2,74.0,62,16,4.5,0,85.2,92.4,0,0,1,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
222.7,83.4,24,11,28.3,1,71.6,63.0,0,0,0,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,94.0,37,22,26.7,3,100.0,81.5,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
177.0,58.7,34,15,33.9,4,72.9,60.5,0,1,1,1,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
191.8,53.6,39,2,28.5,1,70.9,98.3,0,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
185.6,57.1,42,29,26.8,1,71.6,51.4,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
167.5,98.9,52,24,12.2,1,60.4,52.7,0,1,0,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
175.8,71.7,62,21,20.6,4,69.1,95.5,1,0,0,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
170.1,118.4,48,8,34.8,3,86.9,56.1,0,0,0,1,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
168.2,71.5,50,28,47.2,1,71.7,97.0,0,0,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
197.0,82.8,30,14,29.0,2,58.1,82.8,0,0,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
187.1,103.1,29,4,33.3,4,56.1,61.9,1,0,1,0,0,1,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
166.1,110.1,57,22,39.5,0,63.2,28.7,0,0,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
198.0,110.9,49,12,21.9,1,71.1,64.6,0,0,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
186.1,98.1,40,13,33.7,5,87.9,67.0,0,0,1,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
196.3,95.4,37,19,22.6,3,49.9,88.3,0,0,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
192.6,88.9,18,14,38.6,2,65.2,96.8,0,0,0,1,1,1,1,1,1,0,"Operative Hero (Rebel, Protector)"
163.4,91.7,32,15,31.5,2,72.2,51.3,1,0,1,1,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
168.8,71.7,64,22,33.0,1,42.5,81.0,1,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
194.9,67.7,27,12,22.2,1,57.5,80.3,0,1,1,1,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
192.2,79.9,46,16,37.1,2,59.8,86.5,0,0,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
179.6,77.4,58,22,50.8,1,58.1,75.0,0,0,0,1,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
182.3,73.2,25,7,19.9,3,72.9,26.2,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
205.6,90.4,46,20,26.6,4,67.6,61.9,1,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
168.2,94.3,46,1,32.3,0,61.7,41.9,0,0,1,1,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
190.9,81.3,34,4,37.9,1,76.4,60.9,0,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
176.0,102.2,67,5,24.4,1,95.8,84.6,0,1,1,1,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
175.6,62.9,25,11,1.7,2,94.6,71.1,1,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
202.0,77.1,55,17,43.6,1,41.2,88.0,0,1,0,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
196.5,69.2,44,29,37.6,2,78.7,71.8,0,0,1,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
196.3,52.0,52,21,12.6,4,67.3,39.0,0,1,0,0,1,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
206.1,78.8,48,21,23.9,1,72.3,14.6,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
180.4,78.2,28,0,45.7,5,64.0,68.0,1,1,1,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
193.6,102.7,53,29,44.5,10,71.8,60.7,0,0,0,0,1,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
173.8,89.5,27,16,39.4,0,72.3,45.5,0,0,0,0,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
186.5,64.6,55,29,28.2,1,61.3,31.0,0,1,0,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
177.4,107.8,42,10,30.8,6,56.6,50.3,1,1,0,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
181.9,98.3,48,9,28.7,6,63.3,61.1,0,1,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
191.9,88.7,55,18,41.3,0,73.5,78.3,0,0,0,0,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
163.6,76.6,48,13,21.2,0,79.0,68.8,0,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
221.8,65.6,50,25,21.9,0,82.8,97.2,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
159.9,74.4,28,9,40.1,11,62.6,44.3,1,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
155.7,96.3,32,14,29.6,0,74.3,82.6,1,0,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
203.2,108.3,57,27,43.8,1,84.4,65.9,0,0,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
195.8,103.1,60,18,23.3,4,87.5,78.9,0,1,1,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
192.5,72.7,36,3,29.5,0,69.1,56.3,1,0,0,1,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
192.6,63.2,40,1,20.8,2,66.7,86.4,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.8,82.1,32,8,30.1,1,72.9,70.9,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
162.1,53.5,54,9,15.2,4,52.8,51.4,0,0,0,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
181.5,84.8,54,27,25.1,1,67.1,64.8,0,0,0,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
166.5,77.8,57,10,15.6,2,81.2,60.2,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
199.5,73.0,34,13,36.9,2,79.6,74.8,1,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
177.1,56.1,35,6,37.2,1,65.9,41.4,1,1,1,1,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
163.5,87.7,49,22,12.7,0,73.3,64.4,0,1,1,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
173.6,72.0,49,14,43.3,1,57.6,72.9,0,0,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
188.3,62.5,44,21,55.0,1,80.6,65.7,0,0,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
168.7,45.0,38,18,30.5,3,68.8,91.9,0,0,1,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
163.6,79.6,57,21,23.6,3,65.9,80.5,0,1,0,1,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
184.9,106.6,50,14,58.2,1,64.6,64.9,0,0,1,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.9,104.9,42,29,16.8,2,69.1,69.3,1,0,1,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
169.9,73.1,63,27,30.2,2,63.3,70.9,1,0,1,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
170.6,71.0,57,23,31.8,4,79.9,73.1,0,1,0,0,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
184.6,87.0,41,7,43.5,1,64.1,28.5,0,0,1,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
151.0,65.0,38,10,33.6,1,93.9,59.0,0,0,0,0,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
151.9,84.5,57,28,25.0,1,92.0,35.3,1,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
165.6,91.5,28,8,20.5,2,56.6,90.6,0,0,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
175.7,98.4,43,14,26.6,1,71.0,63.8,0,1,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
186.2,78.5,18,0,19.9,1,60.2,61.1,0,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
209.5,76.9,59,29,30.5,0,65.1,82.9,1,1,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
197.2,66.8,19,0,24.4,3,100.0,73.4,1,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
176.8,67.6,56,18,15.1,0,65.4,42.4,0,1,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
179.6,76.6,34,2,42.6,0,75.4,63.6,1,0,1,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
159.9,85.5,36,9,25.0,1,78.1,58.3,0,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
179.6,93.7,34,7,17.3,1,55.0,30.1,0,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
174.2,68.0,39,14,28.3,2,57.2,51.2,1,0,0,0,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
186.5,102.4,54,9,30.7,1,51.9,61.3,1,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
163.5,75.9,18,0,12.5,1,56.7,62.7,0,0,0,0,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
190.4,79.7,61,28,33.3,2,27.2,35.4,0,0,0,0,1,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
210.7,68.8,46,17,19.5,0,78.2,88.0,1,0,1,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
177.8,45.0,25,1,47.1,0,100.0,63.0,1,1,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
188.0,93.3,37,18,35.2,4,72.2,65.8,1,0,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
193.8,91.1,56,12,26.0,1,48.8,73.0,0,1,1,1,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
172.0,75.8,38,21,22.5,1,60.4,49.2,1,0,0,0,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
184.5,81.0,19,0,29.0,0,63.1,74.1,1,0,0,0,1,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
180.3,87.7,44,1,36.1,1,54.7,57.7,0,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
182.0,56.6,50,28,29.7,2,82.9,47.1,1,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
164.5,72.1,30,15,27.8,2,82.2,76.5,0,0,1,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
180.5,91.9,41,14,30.6,2,52.7,94.8,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
190.0,61.2,32,12,24.0,0,80.9,79.5,0,0,0,1,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
209.0,84.4,53,15,26.6,1,92.9,83.5,0,1,1,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
199.2,59.7,54,16,9.1,3,98.5,54.6,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
223.1,87.0,52,20,39.7,6,100.0,33.0,1,0,1,0,1,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
164.7,79.5,53,28,33.0,0,56.5,94.8,0,0,1,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
197.4,55.8,68,28,22.3,1,100.0,100.0,0,0,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
183.7,97.5,38,6,49.0,0,64.7,95.9,1,0,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
223.8,69.0,32,23,30.9,0,61.1,58.3,0,0,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
163.8,67.8,54,25,19.6,1,74.9,41.9,0,1,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
163.2,83.0,63,16,38.6,0,61.3,43.7,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
168.0,97.2,26,6,34.0,2,76.0,31.3,0,0,0,0,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,64.8,37,12,33.9,2,50.2,62.9,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
169.5,80.9,39,4,25.7,0,66.4,97.1,1,0,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
164.8,86.4,46,25,34.5,0,89.3,62.2,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
183.0,90.4,34,16,27.4,3,69.1,71.0,1,0,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
186.8,82.6,48,2,35.6,0,72.1,92.5,0,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
217.5,74.5,59,6,11.0,2,77.1,56.9,0,0,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
199.0,67.6,48,25,25.7,1,87.6,100.0,0,1,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
168.5,81.3,36,16,47.2,2,45.2,100.0,1,0,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
162.0,63.9,24,6,22.3,1,78.8,62.4,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
189.8,45.0,52,20,24.0,0,66.0,53.4,0,0,0,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
153.6,86.5,48,0,25.5,1,72.5,78.9,0,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
216.6,93.6,50,16,17.9,0,85.9,58.0,0,0,0,1,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
203.6,45.0,47,29,7.9,1,52.1,41.9,0,0,1,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
170.6,64.9,39,16,27.7,2,54.8,90.6,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,89.3,29,10,31.4,1,41.0,89.3,0,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
207.1,110.9,54,24,29.5,0,61.8,68.1,1,0,0,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
177.7,80.3,57,26,28.6,1,90.0,39.7,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
204.8,69.1,35,28,30.4,2,68.2,40.4,0,0,1,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
150.0,77.3,53,2,40.2,7,49.9,67.1,0,0,0,1,1,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
168.0,100.6,46,14,28.1,2,62.7,55.0,0,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
180.1,70.3,64,28,24.3,1,47.7,58.2,1,0,0,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
180.9,68.0,30,20,27.2,2,53.1,85.4,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
171.0,72.8,27,10,35.8,5,75.8,79.7,0,0,0,0,1,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
192.5,65.7,45,25,44.1,4,52.4,92.6,1,1,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
158.6,81.8,53,27,23.7,1,86.7,45.2,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
177.2,104.4,62,15,31.0,1,68.9,58.1,0,0,1,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
182.4,84.8,52,24,33.4,1,71.3,80.2,0,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
190.3,76.2,47,21,20.1,1,65.8,74.0,1,1,1,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
194.2,75.6,35,27,30.2,3,81.6,95.6,1,1,0,0,1,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
157.5,56.6,50,8,15.3,1,81.7,73.4,1,0,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,93.2,38,23,12.3,0,75.0,100.0,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
205.6,78.8,64,23,33.7,3,78.5,75.8,1,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
