height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,total_powers,power_efficiency,training_intensity,casualty_rate,approval_power_ratio,bmi,experience_score,kmeans_cluster
185.9,76.6,38,9,34.5,2,100.0,67.4,0,0,0,0,0,0,1,0,1,1,10.0,0.8846153846153846,0.2,0.6673267326732674,22.16511506038547,310.5,0
185.0,62.4,20,5,30.8,2,55.0,55.0,0,0,0,0,0,1,0,1,0,2,9.166666666666666,1.4666666666666668,0.3333333333333333,0.9821428571428571,18.232286340394445,154.0,0
186.9,53.0,26,0,30.4,4,54.1,78.4,1,0,0,1,0,0,0,0,1,2,54.1,1.1259259259259258,4.0,1.4228675136116153,15.172504216095392,0.0,0
166.4,88.1,43,22,6.2,0,86.6,100.0,1,1,0,0,0,0,1,0,1,3,3.7652173913043474,0.1409090909090909,0.0,1.1415525114155252,31.817735299556205,136.4,1
184.6,91.4,50,23,37.5,3,64.2,49.9,0,0,0,0,1,1,0,0,0,2,2.6750000000000003,0.7352941176470589,0.125,0.7653374233128833,26.821483949953585,862.5,1
185.9,71.4,47,26,31.3,2,69.0,31.7,0,0,0,0,0,0,0,0,1,0,2.5555555555555554,0.6520833333333333,0.07407407407407407,0.45285714285714285,20.660433620254867,813.8000000000001,1
165.7,45.0,54,13,34.3,0,77.2,25.0,0,1,0,0,0,1,0,0,0,2,5.514285714285714,0.6236363636363635,0.0,0.319693094629156,16.389567639563545,445.9,1
217.3,71.8,22,7,22.9,2,86.3,62.0,1,0,0,0,1,0,0,0,0,2,10.7875,0.9956521739130434,0.25,0.7101947308132875,15.2056500637769,160.29999999999998,0
189.5,85.9,47,18,26.2,1,65.0,51.7,1,1,0,0,0,1,0,0,0,3,3.4210526315789473,0.5458333333333333,0.05263157894736842,0.7833333333333333,23.92074686196838,471.59999999999997,1
156.2,57.8,24,13,25.9,6,92.8,69.2,0,0,1,0,0,0,0,0,0,1,6.628571428571428,1.036,0.42857142857142855,0.7377398720682303,23.690039199227495,336.7,1
193.1,82.8,46,9,40.2,0,38.0,67.7,1,0,1,0,0,0,0,0,1,2,3.8,0.8553191489361702,0.0,1.735897435897436,22.205767545841635,361.8,1
160.5,79.8,39,16,26.2,2,81.4,32.9,0,1,0,0,0,0,0,0,0,1,4.788235294117648,0.655,0.11764705882352941,0.3992718446601941,30.97796022942324,419.2,1
195.7,88.7,43,8,50.8,1,57.4,28.7,1,0,0,0,0,1,1,0,1,3,6.377777777777777,1.1545454545454545,0.1111111111111111,0.4914383561643836,23.160182033286436,406.4,1
203.2,81.8,43,28,34.3,6,90.6,70.9,0,1,0,0,0,1,1,0,1,3,3.1241379310344826,0.7795454545454544,0.20689655172413793,0.7740174672489084,19.81097712195424,960.3999999999999,1
163.6,65.4,47,5,17.2,1,72.1,67.7,0,0,0,0,1,0,1,0,0,2,12.016666666666666,0.35833333333333334,0.16666666666666666,0.9261285909712723,24.434932837560755,86.0,0
199.3,97.9,48,10,28.7,7,59.9,56.5,0,1,1,0,0,1,0,1,0,4,5.445454545454545,0.5857142857142857,0.6363636363636364,0.9277504105090312,24.64722867215384,287.0,1
188.3,77.6,53,24,23.5,5,79.9,31.9,0,0,1,1,0,0,0,0,0,2,3.196,0.4351851851851852,0.2,0.3943139678615574,21.885732222989663,564.0,1
196.4,79.6,35,6,8.1,1,83.4,74.4,0,0,1,0,0,1,1,0,1,3,11.914285714285715,0.22499999999999998,0.14285714285714285,0.8815165876777251,20.6362177027638,48.599999999999994,0
217.9,66.0,47,16,46.0,3,79.6,90.4,0,1,0,0,0,1,0,0,1,2,4.68235294117647,0.9583333333333334,0.17647058823529413,1.121588089330025,13.900469688446242,736.0,1
175.1,73.4,41,27,37.0,11,54.6,70.6,0,0,0,0,0,0,0,0,0,0,1.95,0.8809523809523809,0.39285714285714285,1.2697841726618704,23.939979145473213,999.0,1
164.9,66.7,54,27,35.3,1,62.7,48.1,0,1,1,0,1,1,1,0,1,5,2.2392857142857143,0.6418181818181817,0.03571428571428571,0.7551020408163265,24.529264294916043,953.0999999999999,1
162.2,77.4,50,0,31.7,1,69.9,65.9,0,1,0,0,1,0,0,0,0,2,69.9,0.6215686274509804,1.0,0.9294781382228491,29.419769172643118,0.0,0
163.7,105.7,58,21,16.2,1,69.4,37.7,1,1,1,1,0,0,0,1,1,5,3.1545454545454548,0.2745762711864407,0.045454545454545456,0.5355113636363636,39.44369831877301,340.2,1
178.5,59.4,27,4,25.2,1,81.2,86.2,1,1,0,0,1,0,1,0,1,4,16.240000000000002,0.9,0.2,1.048661800486618,18.64275121813431,100.8,0
186.8,55.8,39,8,38.4,0,39.8,66.6,0,0,0,0,0,1,1,0,1,2,4.422222222222222,0.96,0.0,1.6323529411764706,15.991177913604076,307.2,1
185.5,102.1,29,17,19.5,0,75.0,29.6,0,0,0,1,0,1,0,0,1,2,4.166666666666667,0.65,0.0,0.38947368421052636,29.67139151851556,331.5,1
196.5,76.9,54,23,4.7,1,65.7,59.0,0,0,0,1,0,1,0,0,0,2,2.7375000000000003,0.08545454545454546,0.041666666666666664,0.8845577211394302,19.915959313430324,108.10000000000001,1
180.3,70.0,52,26,27.7,1,57.4,74.3,1,0,0,1,0,1,0,0,1,3,2.1259259259259258,0.5226415094339623,0.037037037037037035,1.2722602739726028,21.53310145259226,720.1999999999999,1
209.1,95.6,25,20,28.6,0,58.9,58.3,1,0,0,1,1,1,1,1,0,6,2.8047619047619046,1.1,0.0,0.9732888146911519,21.865017367365,572.0,1
174.7,70.9,24,1,31.4,4,66.8,59.5,0,0,0,1,0,0,0,1,1,2,33.4,1.256,2.0,0.8775811209439528,23.23059990976436,31.4,0
234.4,107.4,43,28,37.3,2,16.0,40.5,1,0,0,0,0,0,0,1,1,2,0.5517241379310345,0.8477272727272727,0.06896551724137931,2.3823529411764706,19.547402998287694,1044.3999999999999,1
192.5,90.2,45,25,36.4,0,59.5,76.3,1,0,0,0,1,0,1,0,1,3,2.2884615384615383,0.7913043478260869,0.0,1.2611570247933883,24.341372912801482,910.0,1
162.9,72.7,29,10,32.6,2,56.9,52.0,1,0,0,0,1,0,0,1,1,3,5.172727272727273,1.0866666666666667,0.18181818181818182,0.8981001727115717,27.396320753259392,326.0,1
158.6,112.4,51,26,42.0,2,78.0,21.9,0,1,1,1,1,0,1,0,1,5,2.888888888888889,0.8076923076923077,0.07407407407407407,0.2772151898734177,44.684813047329335,1092.0,1
189.6,70.9,53,27,14.8,6,57.9,57.6,0,0,0,1,0,0,1,1,1,3,2.0678571428571426,0.2740740740740741,0.21428571428571427,0.9779286926994907,19.722845341736548,399.6,1
175.5,91.1,33,5,35.0,0,66.8,84.6,0,0,0,0,0,1,0,1,0,2,11.133333333333333,1.0294117647058822,0.0,1.247787610619469,29.577681999334423,175.0,0
194.3,84.5,42,25,36.3,1,93.1,57.3,0,1,1,0,0,1,1,0,1,4,3.5807692307692305,0.8441860465116279,0.038461538461538464,0.6089266737513284,22.38262959608757,907.4999999999999,1
189.5,99.5,49,7,17.6,5,84.9,99.8,0,0,1,1,0,0,0,0,1,2,10.6125,0.35200000000000004,0.625,1.1618160651920837,27.7079663884267,123.20000000000002,0
178.5,103.4,52,3,15.0,5,83.5,73.6,0,1,0,1,1,1,1,0,0,5,20.875,0.2830188679245283,1.25,0.8710059171597633,32.452196564900476,45.0,0
163.1,80.5,39,17,22.5,3,62.5,71.8,0,0,1,0,1,0,1,1,0,4,3.4722222222222223,0.5625,0.16666666666666666,1.1307086614173227,30.261326288145717,382.5,1
150.0,68.7,42,27,23.4,3,78.1,62.4,0,0,0,1,1,1,0,0,0,3,2.789285714285714,0.5441860465116278,0.10714285714285714,0.7888748419721872,30.533333333333335,631.8,1
171.1,86.9,47,10,37.5,0,66.5,63.6,0,0,0,0,0,0,1,1,0,2,6.045454545454546,0.78125,0.0,0.9422222222222223,29.68381781035901,375.0,1
197.1,69.8,31,4,23.9,1,67.1,59.7,0,1,0,0,1,0,1,0,1,3,13.419999999999998,0.746875,0.2,0.8766519823788548,17.967273306681022,95.6,0
184.3,110.2,39,14,21.4,1,76.1,59.0,1,0,0,0,1,1,0,0,0,3,5.073333333333333,0.5349999999999999,0.06666666666666667,0.7652399481193256,32.44374087519787,299.59999999999997,1
155.1,82.0,58,27,23.9,0,61.0,75.6,1,1,1,0,0,0,0,0,0,3,2.1785714285714284,0.40508474576271186,0.0,1.2193548387096773,34.08711586002833,645.3,1
183.5,74.5,23,17,41.2,3,92.4,46.3,0,0,1,0,0,0,0,1,1,2,5.133333333333334,1.7166666666666668,0.16666666666666666,0.49571734475374724,22.12504361900378,700.4000000000001,1
187.7,82.8,50,1,30.1,0,67.6,43.5,0,0,1,1,1,0,0,0,1,3,33.8,0.5901960784313726,0.0,0.6341107871720117,23.501836009978636,30.1,0
162.3,59.8,50,21,28.2,1,79.3,42.5,0,0,1,1,0,0,1,0,1,3,3.6045454545454545,0.5529411764705883,0.045454545454545456,0.5292652552926526,22.70200130669378,592.1999999999999,1
183.1,65.4,35,10,28.9,6,91.8,100.0,0,0,0,1,1,1,1,0,1,4,8.345454545454546,0.8027777777777777,0.5454545454545454,1.0775862068965518,19.50747503177422,289.0,0
181.2,98.0,48,25,42.9,0,85.5,75.6,1,0,0,0,0,0,0,0,1,1,3.2884615384615383,0.8755102040816326,0.0,0.8739884393063583,29.8476187691573,1072.5,1
157.1,70.1,44,24,22.5,8,48.9,71.1,0,1,1,0,1,1,0,0,0,4,1.956,0.5,0.32,1.4248496993987976,28.403093789770914,540.0,1
187.2,64.3,25,12,43.2,10,76.7,43.8,0,0,1,0,1,0,0,0,0,2,5.9,1.6615384615384616,0.7692307692307693,0.5637065637065637,18.348445832420193,518.4000000000001,1
191.2,88.0,52,3,32.1,2,82.8,77.5,1,0,1,0,0,0,0,1,1,3,20.7,0.6056603773584905,0.5,0.9248210023866349,24.071707428091244,96.30000000000001,0
201.7,97.8,47,21,28.4,0,83.4,62.7,0,0,1,0,1,0,0,1,1,3,3.790909090909091,0.5916666666666667,0.0,0.7428909952606635,24.03959010778241,596.4,1
201.1,90.8,41,6,55.0,1,53.3,69.3,0,1,0,0,0,1,0,0,0,2,7.614285714285714,1.3095238095238095,0.14285714285714285,1.276243093922652,22.452345021328487,330.0,0
152.4,94.9,55,28,19.4,1,60.1,45.5,0,1,1,0,0,0,0,1,1,3,2.0724137931034483,0.3464285714285714,0.034482758620689655,0.7446808510638298,40.8598039418301,543.1999999999999,1
161.2,68.6,31,10,26.5,1,84.9,68.2,0,1,1,1,0,0,1,1,0,5,7.718181818181819,0.828125,0.09090909090909091,0.7939464493597206,26.399399048082312,265.0,0
190.3,58.7,46,21,17.7,1,58.6,56.5,0,1,1,0,0,0,0,0,0,2,2.6636363636363636,0.37659574468085105,0.045454545454545456,0.947986577181208,16.209160578106477,371.7,1
190.3,102.5,43,23,39.5,7,65.5,49.7,0,1,0,1,1,0,0,0,1,3,2.7291666666666665,0.8977272727272727,0.2916666666666667,0.7473684210526316,28.303900498397173,908.5,1
190.3,75.2,47,3,46.9,0,93.6,79.7,0,1,0,0,1,1,0,0,0,3,23.4,0.9770833333333333,0.0,0.842494714587738,20.765398219311876,140.7,0
250.0,76.2,28,27,46.7,3,69.3,34.2,1,1,0,1,0,0,1,0,1,4,2.475,1.610344827586207,0.10714285714285714,0.48648648648648657,12.192,1260.9,1
191.4,99.9,45,14,42.2,0,59.1,76.3,0,0,0,0,0,0,1,0,1,1,3.94,0.9173913043478261,0.0,1.2695507487520798,27.269779188490677,590.8000000000001,1
202.7,88.3,31,0,28.0,2,56.8,78.7,1,0,0,0,0,0,1,1,1,3,56.8,0.875,2.0,1.3615916955017302,21.4908308627802,0.0,0
199.1,86.8,49,22,26.3,5,75.0,47.4,0,0,0,0,0,0,0,1,0,1,3.260869565217391,0.526,0.21739130434782608,0.6236842105263157,21.896626229383305,578.6,1
193.0,112.5,41,2,13.3,1,50.0,48.6,0,0,0,1,1,0,0,0,1,2,16.666666666666668,0.3166666666666667,0.3333333333333333,0.9529411764705883,30.20215307793498,26.6,0
173.7,70.3,34,13,50.4,0,66.3,60.5,0,0,0,0,0,0,0,0,1,0,4.735714285714286,1.44,0.0,0.8989598811292719,23.29998750484312,655.1999999999999,1
195.2,93.9,27,5,34.7,2,75.0,70.6,0,0,0,0,0,0,0,0,1,0,12.5,1.2392857142857143,0.3333333333333333,0.9289473684210525,24.64370296963182,173.5,0
164.5,80.9,41,17,25.1,2,89.5,61.9,0,1,0,1,0,0,0,1,1,3,4.972222222222222,0.5976190476190476,0.1111111111111111,0.6839779005524862,29.896250034644915,426.70000000000005,1
175.3,84.0,37,24,43.3,2,80.0,73.7,0,0,0,0,0,0,1,0,1,1,3.2,1.1394736842105262,0.08,0.9098765432098765,27.334771879939172,1039.1999999999998,1
170.3,102.9,39,0,20.3,1,59.3,100.0,1,1,0,0,1,1,0,0,1,4,59.3,0.5075000000000001,1.0,1.658374792703151,35.48020159926405,0.0,0
181.6,87.6,34,5,34.1,1,87.7,54.8,0,1,0,0,0,1,0,0,1,2,14.616666666666667,0.9742857142857143,0.16666666666666666,0.6178128523111611,26.56271225911623,170.5,0
226.3,88.1,18,5,28.3,6,65.5,30.7,0,1,0,0,0,0,1,0,1,2,10.916666666666666,1.4894736842105263,1.0,0.4616541353383459,17.203103432048426,141.5,0
150.0,96.1,38,20,36.4,5,51.5,81.5,1,1,0,0,1,0,0,0,1,3,2.4523809523809526,0.9333333333333333,0.23809523809523808,1.5523809523809524,42.71111111111111,728.0,1
193.7,74.5,33,15,29.4,1,67.4,98.7,0,1,0,0,1,1,0,1,0,4,4.2125,0.8647058823529411,0.0625,1.4429824561403508,19.856240816488626,441.0,1
150.0,67.4,34,28,15.5,4,91.6,72.9,0,0,1,0,1,1,0,0,1,3,3.158620689655172,0.44285714285714284,0.13793103448275862,0.7872570194384451,29.95555555555556,434.0,1
170.6,64.3,25,4,30.8,1,72.5,43.2,1,0,0,0,1,0,0,1,1,3,14.5,1.1846153846153846,0.2,0.5877551020408164,22.092909790835463,123.2,0
201.8,50.5,43,16,40.5,1,70.2,62.5,0,0,0,1,1,1,1,0,0,4,4.129411764705883,0.9204545454545454,0.058823529411764705,0.8778089887640449,12.400781470236648,648.0,1
181.3,110.8,54,9,29.7,0,94.6,42.6,0,1,1,0,0,1,0,0,0,3,9.459999999999999,0.54,0.0,0.4456066945606695,33.70886674014874,267.3,0
158.4,63.5,53,27,37.8,1,48.5,77.9,0,1,0,0,0,0,1,0,0,2,1.7321428571428572,0.7,0.03571428571428571,1.5737373737373739,25.308323130292827,1020.5999999999999,1
165.7,76.7,40,20,19.5,2,50.7,38.0,0,1,1,0,0,0,1,1,0,4,2.4142857142857146,0.47560975609756095,0.09523809523809523,0.7350096711798839,27.935107510100533,390.0,1
193.6,75.8,46,17,29.7,0,45.8,59.0,0,0,1,0,1,1,1,1,0,5,2.5444444444444443,0.6319148936170212,0.0,1.2606837606837609,20.22360152995014,504.9,1
165.4,84.6,34,6,23.8,1,75.6,44.9,0,0,0,0,0,0,0,0,1,0,10.799999999999999,0.68,0.14285714285714285,0.5861618798955613,30.92426260620619,142.8,0
184.3,92.2,31,2,37.5,3,72.5,67.5,1,0,0,0,0,1,0,1,1,3,24.166666666666668,1.171875,1.0,0.9183673469387755,27.144400260374262,75.0,0
180.9,92.9,28,12,30.3,2,93.1,57.7,1,0,0,0,0,1,0,0,0,2,7.161538461538461,1.0448275862068965,0.15384615384615385,0.6131774707757706,28.388247326722446,363.6,1
167.0,71.3,29,14,36.9,2,73.7,68.5,0,0,0,1,1,1,0,0,0,3,4.913333333333333,1.23,0.13333333333333333,0.9170013386880856,25.565635196672524,516.6,1
222.9,77.5,40,19,40.9,5,63.9,65.4,0,0,0,0,0,0,1,0,1,1,3.195,0.9975609756097561,0.25,1.007704160246533,15.598454324002237,777.1,1
192.7,84.2,46,18,36.9,0,70.0,45.3,1,1,0,0,0,0,0,1,1,3,3.6842105263157894,0.7851063829787234,0.0,0.6380281690140844,22.675071344338196,664.1999999999999,1
150.0,76.3,34,2,32.7,2,71.8,77.5,0,0,1,0,0,0,1,0,1,2,23.933333333333334,0.9342857142857144,0.6666666666666666,1.0645604395604396,33.91111111111111,65.4,0
183.7,104.1,33,3,20.0,3,44.9,64.0,0,0,0,0,1,1,0,0,0,2,11.225,0.5882352941176471,0.75,1.3943355119825709,30.84838389732141,60.0,0
166.8,87.4,24,4,30.0,2,100.0,45.2,0,1,0,1,0,1,0,0,0,3,20.0,1.2,0.4,0.44752475247524753,31.4137179465061,120.0,0
197.0,91.0,40,0,24.7,1,77.8,100.0,1,0,0,0,0,0,1,0,1,2,77.8,0.6024390243902439,1.0,1.2690355329949239,23.448169239094025,0.0,0
164.1,89.9,21,3,26.6,0,73.2,74.5,0,0,0,0,0,0,0,0,1,0,18.3,1.2090909090909092,0.0,1.0040431266846361,33.38431961902513,79.80000000000001,0
177.7,97.6,49,11,26.3,4,79.2,61.9,1,0,0,0,0,1,1,0,1,3,6.6000000000000005,0.526,0.3333333333333333,0.7718204488778054,30.908288836692446,289.3,1
190.1,82.7,40,27,20.2,1,80.6,93.3,0,0,0,0,0,1,0,0,0,1,2.8785714285714286,0.4926829268292683,0.03571428571428571,1.1433823529411764,22.884491979497486,545.4,1
197.3,60.5,42,26,10.4,4,67.9,100.0,0,0,0,0,0,0,1,1,1,2,2.514814814814815,0.24186046511627907,0.14814814814814814,1.4513788098693758,15.541795999670152,270.40000000000003,1
156.0,86.0,27,23,23.3,2,60.5,62.1,0,0,1,0,0,0,0,0,1,1,2.5208333333333335,0.8321428571428572,0.08333333333333333,1.0097560975609756,35.33859303090072,535.9,1
173.3,70.2,39,9,31.9,2,79.0,71.9,0,0,0,0,1,1,1,0,1,3,7.9,0.7975,0.2,0.89875,23.374373894753383,287.09999999999997,0
170.5,72.1,56,22,16.5,3,75.8,45.2,1,0,0,0,0,1,0,0,1,2,3.2956521739130435,0.2894736842105263,0.13043478260869565,0.5885416666666667,24.80198828699443,363.0,1
166.9,88.8,51,24,30.2,2,57.9,62.1,1,0,0,0,0,1,0,0,1,2,2.316,0.5807692307692307,0.08,1.0543293718166384,31.878677221572243,724.8,1
215.3,98.6,55,20,49.0,1,91.3,61.0,0,1,0,0,1,0,1,1,1,4,4.347619047619047,0.875,0.047619047619047616,0.6608884073672806,21.271046416831826,980.0,1
188.1,80.3,55,28,40.2,1,74.4,68.7,1,0,0,0,1,0,1,0,1,3,2.5655172413793106,0.7178571428571429,0.034482758620689655,0.9111405835543767,22.695405890235065,1125.6000000000001,1
154.8,84.6,35,25,46.4,3,80.9,71.7,1,1,1,0,0,0,0,1,0,4,3.1115384615384616,1.2888888888888888,0.11538461538461539,0.8754578754578755,35.30436872784087,1160.0,1
198.4,105.5,42,19,33.9,1,90.9,76.2,0,0,1,1,0,1,0,1,1,4,4.545,0.7883720930232557,0.05,0.8291621327529923,26.802118561394384,644.1,1
222.4,83.6,37,23,41.7,1,70.3,69.8,0,0,0,0,1,1,0,1,0,3,2.9291666666666667,1.0973684210526315,0.041666666666666664,0.9789621318373072,16.90194606904404,959.1,1
200.6,119.0,59,24,22.8,0,74.8,40.8,0,1,0,1,1,1,0,0,0,4,2.992,0.38,0.0,0.5382585751978891,29.572300049005534,547.2,1
150.0,88.5,28,12,23.6,5,82.2,46.2,0,0,0,0,0,0,1,0,1,1,6.323076923076924,0.8137931034482759,0.38461538461538464,0.5552884615384616,39.333333333333336,283.20000000000005,1
170.3,53.6,52,22,2.6,0,59.1,54.1,0,0,0,1,0,1,0,0,1,2,2.5695652173913044,0.04905660377358491,0.0,0.9001663893510815,18.4814266833873,57.2,1
205.3,91.3,51,13,41.9,2,70.8,59.4,0,0,0,0,0,0,0,1,1,1,5.057142857142857,0.8057692307692308,0.14285714285714285,0.8272980501392758,21.661717055268696,544.6999999999999,1
165.8,85.7,65,22,45.4,1,71.9,86.0,0,0,0,0,0,0,0,0,1,0,3.1260869565217395,0.6878787878787879,0.043478260869565216,1.1796982167352537,31.175380979889148,998.8,1
188.9,99.3,34,4,24.5,1,55.7,41.7,1,1,0,1,0,0,0,0,1,3,11.14,0.7,0.2,0.7354497354497355,27.82821388546602,98.0,0
195.5,90.1,45,3,27.5,2,100.0,57.9,1,1,0,1,0,1,1,0,0,5,25.0,0.5978260869565217,0.5,0.5732673267326732,23.57389080395863,82.5,0
161.5,77.9,65,13,22.5,0,48.9,84.1,0,0,1,0,0,1,1,0,1,3,3.492857142857143,0.3409090909090909,0.0,1.685370741482966,29.86705518120561,292.5,1
178.8,61.6,32,9,33.8,2,50.5,59.0,0,0,1,0,0,0,0,1,1,2,5.05,1.0242424242424242,0.2,1.145631067961165,19.268401323263717,304.2,1
150.0,76.9,29,16,41.2,3,89.7,74.2,0,0,0,0,0,0,1,0,1,1,5.276470588235294,1.3733333333333335,0.17647058823529413,0.8180815876515987,34.17777777777778,659.2,1
159.5,67.2,18,9,12.6,4,80.7,62.2,0,1,0,1,0,1,0,0,1,3,8.07,0.6631578947368421,0.4,0.7613219094247247,26.41483475987854,113.39999999999999,0
174.9,71.3,53,25,34.1,0,54.6,70.1,0,1,1,0,0,0,0,0,1,2,2.1,0.6314814814814815,0.0,1.2607913669064748,23.30826305712224,852.5,1
155.0,88.8,18,6,27.2,5,79.1,60.4,0,1,0,0,0,1,0,0,1,2,11.299999999999999,1.431578947368421,0.7142857142857143,0.7540574282147317,36.961498439125904,163.2,0
212.6,105.0,41,15,31.1,2,92.0,78.3,0,0,1,1,1,0,0,1,0,4,5.75,0.7404761904761905,0.125,0.8419354838709677,23.230725798672356,466.5,1
151.4,85.9,41,0,34.6,4,69.5,34.1,0,1,0,1,0,0,0,1,1,3,69.5,0.8238095238095239,4.0,0.4836879432624114,37.474980324544674,0.0,0
171.2,62.1,46,16,28.1,1,100.0,57.7,0,0,0,0,1,0,0,0,1,1,5.882352941176471,0.597872340425532,0.058823529411764705,0.5712871287128714,21.18771290069002,449.6,1
182.6,86.7,51,20,29.0,2,44.1,70.9,0,0,0,0,0,0,1,0,1,1,2.1,0.5576923076923077,0.09523809523809523,1.5720620842572064,26.002646451583498,580.0,1
208.8,97.9,49,28,27.9,5,80.4,75.7,1,1,1,1,0,0,1,0,0,5,2.7724137931034485,0.5579999999999999,0.1724137931034483,0.9299754299754299,22.455446925324058,781.1999999999999,1
151.3,70.9,52,8,39.7,5,87.5,94.9,1,0,0,0,0,0,1,1,1,3,9.722222222222221,0.749056603773585,0.5555555555555556,1.072316384180791,30.971937851683297,317.6,0
203.3,78.0,28,5,34.2,1,83.4,57.2,0,1,0,1,1,0,0,1,1,4,13.9,1.1793103448275863,0.16666666666666666,0.6777251184834123,18.872083325570777,171.0,0
180.2,80.2,39,18,32.2,1,66.9,94.6,0,0,0,0,0,0,0,1,1,1,3.521052631578948,0.805,0.05263157894736842,1.393225331369661,24.698171103509363,579.6,1
160.4,68.2,33,12,17.3,1,65.6,51.8,0,1,1,0,0,1,0,0,1,3,5.046153846153846,0.5088235294117647,0.07692307692307693,0.7777777777777778,26.507919726867367,207.60000000000002,1
189.2,89.7,44,2,26.2,1,76.7,91.6,0,0,1,0,0,0,0,1,0,2,25.566666666666666,0.5822222222222222,0.3333333333333333,1.1788931788931787,25.05821775451551,52.4,0
184.0,78.2,48,6,39.0,1,82.2,81.3,0,0,1,0,1,0,0,1,1,3,11.742857142857144,0.7959183673469388,0.14285714285714285,0.9771634615384615,23.09782608695652,234.0,0
168.0,86.3,52,21,30.4,1,79.0,46.7,0,0,1,1,1,1,0,0,1,4,3.590909090909091,0.5735849056603773,0.045454545454545456,0.58375,30.57681405895692,638.4,1
181.4,66.7,49,8,36.6,4,85.6,71.1,1,0,0,0,0,0,0,0,1,1,9.511111111111111,0.732,0.4444444444444444,0.8210161662817552,20.26988423981552,292.8,0
172.3,73.4,34,21,47.7,0,54.7,64.0,0,0,0,0,0,0,0,1,1,1,2.4863636363636363,1.362857142857143,0.0,1.1490125673249552,24.72438541881054,1001.7,1
182.3,90.8,52,4,40.4,2,66.6,77.5,1,0,0,0,0,1,0,0,1,2,13.319999999999999,0.7622641509433962,0.4,1.1464497041420119,27.322001523171487,161.6,0
193.2,74.4,50,9,30.9,0,55.9,60.5,0,0,0,0,0,1,0,0,1,1,5.59,0.6058823529411764,0.0,1.063268892794376,19.932358576701002,278.09999999999997,1
211.7,105.9,54,22,24.9,1,64.2,58.9,0,0,1,0,0,1,0,0,1,2,2.7913043478260873,0.4527272727272727,0.043478260869565216,0.9033742331288342,23.629484330572694,547.8,1
155.2,74.0,62,16,4.5,0,85.2,92.4,0,0,1,0,1,0,0,0,1,2,5.011764705882353,0.07142857142857142,0.0,1.0719257540603249,30.72191518758636,72.0,1
222.7,83.4,24,11,28.3,1,71.6,63.0,0,0,0,0,1,1,1,0,1,3,5.966666666666666,1.1320000000000001,0.08333333333333333,0.8677685950413224,16.81611298169645,311.3,1
150.0,94.0,37,22,26.7,3,100.0,81.5,0,1,0,1,0,0,0,0,1,2,4.3478260869565215,0.7026315789473684,0.13043478260869565,0.806930693069307,41.77777777777778,587.4,1
177.0,58.7,34,15,33.9,4,72.9,60.5,0,1,1,1,0,0,1,1,1,5,4.55625,0.9685714285714285,0.25,0.8186738836265223,18.736633789779436,508.5,1
191.8,53.6,39,2,28.5,1,70.9,98.3,0,0,0,0,0,1,0,1,1,2,23.633333333333336,0.7125,0.3333333333333333,1.3671766342141862,14.570269473871916,57.0,0
185.6,57.1,42,29,26.8,1,71.6,51.4,0,0,0,0,0,0,0,1,1,1,2.3866666666666663,0.6232558139534884,0.03333333333333333,0.7079889807162535,16.57601627526754,777.2,1
167.5,98.9,52,24,12.2,1,60.4,52.7,0,1,0,0,0,1,1,0,0,3,2.416,0.230188679245283,0.04,0.8583061889250815,35.2506126085988,292.79999999999995,1
175.8,71.7,62,21,20.6,4,69.1,95.5,1,0,0,0,0,0,0,0,0,1,3.1409090909090907,0.326984126984127,0.18181818181818182,1.3623395149786022,23.199648996105566,432.6,1
170.1,118.4,48,8,34.8,3,86.9,56.1,0,0,0,1,0,0,0,0,0,1,9.655555555555557,0.710204081632653,0.3333333333333333,0.6382252559726962,40.92070196975809,278.4,0
168.2,71.5,50,28,47.2,1,71.7,97.0,0,0,0,0,0,1,1,0,1,2,2.472413793103448,0.9254901960784314,0.034482758620689655,1.3342503438789546,25.27284063901052,1321.6000000000001,1
197.0,82.8,30,14,29.0,2,58.1,82.8,0,0,0,0,1,0,0,0,0,1,3.8733333333333335,0.9354838709677419,0.13333333333333333,1.401015228426396,21.335257285681156,406.0,1
187.1,103.1,29,4,33.3,4,56.1,61.9,1,0,1,0,0,1,0,1,1,4,11.22,1.1099999999999999,0.8,1.084063047285464,29.45174897968686,133.2,0
166.1,110.1,57,22,39.5,0,63.2,28.7,0,0,0,0,0,1,1,0,1,2,2.747826086956522,0.6810344827586207,0.0,0.4470404984423676,39.90690563448536,869.0,1
198.0,110.9,49,12,21.9,1,71.1,64.6,0,0,0,0,0,1,1,0,1,2,5.4692307692307685,0.43799999999999994,0.07692307692307693,0.8959778085991679,28.28792980308132,262.79999999999995,1
186.1,98.1,40,13,33.7,5,87.9,67.0,0,0,1,0,0,0,0,0,0,1,6.278571428571429,0.8219512195121952,0.35714285714285715,0.7536557930258717,28.325413670866777,438.1,1
196.3,95.4,37,19,22.6,3,49.9,88.3,0,0,0,0,1,0,0,0,0,1,2.495,0.5947368421052632,0.15,1.7347740667976423,24.757556309816163,429.40000000000003,1
